mean,std,min,max,episode
0.9780503697020919,0.03225215838075655,0.8311502377554552,1.0,33
0.9781103916179128,0.033537062723145036,0.7675695919885975,1.0,34
0.978110420992399,0.0331927557264778,0.7301238806747126,1.0,35
0.9781309166760036,0.03338852643329288,0.8063016691411056,1.0,36
0.978127142303158,0.033167486889420755,0.8212658928804113,1.0,37
0.9780251388916227,0.030518348635032052,0.8623670258909564,1.0,38
0.9779715740627516,0.029803184043339526,0.8429494387100405,1.0,39
0.9779826675939546,0.03021776048025283,0.8498402962429277,1.0,40
0.9779688892019399,0.029951418396257815,0.8252113190022422,1.0,41
0.9779600799282278,0.02971954893301058,0.8286896137540977,1.0,42
0.9779521295224655,0.029516281299307338,0.8320986904403911,1.0,43
0.9779894495036041,0.030621537308441242,0.7742353480709525,1.0,44
0.9780402063575757,0.031898587304737776,0.8223635386617414,1.0,45
0.9780053207766367,0.030743579571242404,0.835488889766952,1.0,46
0.9780214167291077,0.03121535537510471,0.8266390473120291,1.0,47
0.9780045282051057,0.030792837937129895,0.8463442116136171,1.0,48
0.9779997504791474,0.03066305391469613,0.8478807694974809,1.0,49
0.9779858313404824,0.030289454266595704,0.8523988627626362,1.0,50
0.9779535561463386,0.029481754503797628,0.8665121772316137,1.0,51
0.9779475786064472,0.02942694339256784,0.8374839073979027,1.0,52
0.9779389302427195,0.029457228581641192,0.8402747867398253,1.0,53
0.977956600326518,0.029990485262725446,0.8450187852988658,1.0,54
0.9779270432238647,0.029589016751470625,0.8440383291014119,1.0,55
0.9779839767518412,0.03111344815720624,0.8110109416763827,1.0,56
0.9780115294567489,0.03170139368093659,0.7842637439904584,1.0,57
0.9780121618279345,0.03153501876099628,0.8181465914306247,1.0,58
0.9780328458957068,0.03158877796915364,0.7891355282827446,1.0,59
0.9779847703131196,0.0304562800282115,0.82769930541197,1.0,60
0.9780185448659435,0.031242507534690545,0.7970297413726571,1.0,61
0.9780280144287127,0.03145598890294941,0.803058161024148,1.0,62
0.9780445602672924,0.03188438394598028,0.8089075305835697,1.0,63
0.9780745974647167,0.03247375551934228,0.769531222370873,1.0,64
0.9780426927577315,0.0314140803955121,0.7786485906860792,1.0,65
0.9780311277807131,0.03113138893387559,0.791602042089008,1.0,66
0.9780351095284253,0.03125304743778937,0.8018156156071675,1.0,67
0.977986465140007,0.030247794845875985,0.842471031838362,1.0,68
0.9779559025554153,0.029850107279118333,0.8379640887794891,1.0,69
0.9779189811888085,0.029468576886267694,0.8421273666292904,1.0,70
0.9779113541238884,0.029270703711224897,0.8468163417130339,1.0,71
0.9779284950395399,0.029762887382423237,0.8301259611050885,1.0,72
0.9779561325564501,0.03058707575937245,0.8386486516488998,1.0,73
0.9779476299026748,0.03033872954585972,0.8434409480462759,1.0,74
0.9779732135043945,0.031021125711024163,0.8328474228646052,1.0,75
0.9780268353335067,0.03201084190254484,0.8327428278534278,0.9999999997886406,76
0.9780519553678704,0.03260953367228689,0.816352900208459,0.9999999997949183,77
0.9779770079803113,0.029994457225503295,0.847309652047279,0.9999999999015315,78
0.977989907350603,0.03053518287207783,0.8582750193215446,0.999999999913592,79
0.9780171573256357,0.031296299310144916,0.8429226157459265,0.9999999999249335,80
0.9780077940202421,0.031043434244656127,0.8506209705100574,0.9999999999286125,81
0.9780169293118766,0.031231270920359315,0.8459890512786784,0.9999999999379824,82
0.9779996386728914,0.030691673778635593,0.817296514380306,0.9999999999708155,83
0.9779669031549374,0.02987871560818641,0.8364185801382809,0.9999999999738699,84
0.978059455564553,0.031994004024879875,0.7547818087380715,0.999999999980865,85
0.9780835217335055,0.032370523084373805,0.8149291014814334,0.9999999999855584,86
0.9780623623880461,0.03188708096458082,0.8359413085814618,0.9999999999900435,87
0.97802981535718,0.03140618544991224,0.7763743159812747,0.9999999999954543,88
0.9780199835367942,0.03110199186545152,0.815247476379958,0.9999999999962444,89
0.9780036098756153,0.030693647782486164,0.8277985747953911,0.9999999999964996,90
0.9779891038063293,0.030417121820820493,0.8488896291925714,0.9999999999969282,91
0.9779396994987184,0.029547662831863945,0.8448589008053478,0.9999999999981041,92
0.9779368970217973,0.02949387785733251,0.8479462086793214,0.9999999999981418,93
0.9779583863503342,0.03050374372205845,0.8510314362738948,0.9999999999991255,94
0.9779167512285679,0.029392288396531036,0.8509275919128083,0.9999999999993129,95
0.9779114392031579,0.029253198699860886,0.8538941328337434,0.9999999999993265,96
0.9778866183555683,0.028630524686536447,0.8691858279544079,0.999999999999397,97
0.9778838113262277,0.028610948136905172,0.8473404836389373,0.9999999999994323,98
0.9779009005542504,0.029226765974618915,0.8507154809062283,0.9999999999994815,99
